sr_no,state,work,work_id,ida,mp,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount
7245,Jammu And Kashmir,"Patrolling Vehicles to government institution for Public Conveniences, Safety and Security",WS/MP18070/2025-2026/187956,ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA),MIAN ALTAF AHMAD,ANANTNAG,2026-05-02,AIJAZ AHMAD BHAT,Payment Success,414000
7246,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18210/2025-2026/258729,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),VIRENDRA SINGH,CHANDAULI,2026-06-18,RAGHUVANSI ENTERPRISES,Payment Success,869660
7247,Gujarat,Purchase of sports equipment,WS/MP18320/2025-2026/234724,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),GENIBEN NAGAJI THAKOR,BANASKANTHA,2026-05-08,GUJARAT LOKSEVA CHARITABLE TRUST,Payment Success,500000
7248,Gujarat,Purchase of sports equipment,WS/MP18320/2025-2026/234726,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),GENIBEN NAGAJI THAKOR,BANASKANTHA,2026-05-08,GUJARAT LOKSEVA CHARITABLE TRUST,Payment Success,500000
7249,Gujarat,Purchase of sports equipment,WS/MP18320/2025-2026/234727,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),GENIBEN NAGAJI THAKOR,BANASKANTHA,2026-05-08,GUJARAT LOKSEVA CHARITABLE TRUST,Payment Success,500000
7250,Gujarat,Purchase of sports equipment,WS/MP18320/2025-2026/234728,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),GENIBEN NAGAJI THAKOR,BANASKANTHA,2026-05-08,GUJARAT LOKSEVA CHARITABLE TRUST,Payment Success,500000
7251,Gujarat,Purchase of sports equipment,WS/MP18320/2025-2026/234729,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),GENIBEN NAGAJI THAKOR,BANASKANTHA,2026-05-08,GUJARAT LOKSEVA CHARITABLE TRUST,Payment Success,500000
7252,Karnataka,Construction of community centers and community halls,WS/MP18089/2025-2026/191445,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,2026-05-05,RAVIKUMAR KADI,Payment Success,150000
7253,Karnataka,Construction of community centers and community halls,WS/MP18089/2025-2026/191445,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,2026-07-01,RAVIKUMAR KADI,Payment Success,48900
7254,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP18108/2026-2027/283533,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,2026-06-30,Gram Panchayat Menpani,Payment Success,75000
7255,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275138,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-05-20,Gram Panchayat Gangibahara,Payment Success,250000
7256,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275118,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-05-20,GRAM PANCHAYAT BIRANPURKALA,Payment Success,250000
7257,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275124,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-05-22,Gram Panchayat Gangpur,Payment Success,250000
7258,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275133,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-05-21,Gram Panchayat Bami,Payment Success,400000
7259,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275133,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-08-06,Gram Panchayat Bami,Payment Success,399900
7260,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP428/2026-2027/275132,Kabeerdham(DISTRICT COLLECTOR KABIRDHAM),Santosh Pandey,RAJNANDGAON,2026-05-21,Gram Panchayat Surajpura jangal,Payment Success,250000
7261,Rajasthan,Installing tube-wells and borewells,WS/MP18159/2024-2025/136714,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,2026-05-07,AEN JVVNL LAXMANGARH,Payment Success,368194
7262,Telangana,Purchase of furniture and fixtures for educational purposes,WS/MP18338/2026-2027/277678,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,2026-05-11,NOOKA CHANDRAKANTH,Payment Success,199064
7263,Telangana,Construction of rooms and halls in school and colleges,WS/MP18338/2026-2027/277677,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,2026-05-11,NOOKA CHANDRAKANTH,Payment Success,200000
7264,Telangana,Construction of community centers and community halls,WS/MP18338/2025-2026/223174,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,2026-08-18,NOOKA CHANDRAKANTH,Payment Success,400000
7265,Telangana,Construction of additional rooms and halls in the existing public and community building,WS/MP18338/2025-2026/234785,NALGONDA(DISTRICT COLLECTOR NALGONDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,2026-08-18,NOOKA CHANDRAKANTH,Payment Success,300000
7266,Maharashtra,Lighting of public spaces,WS/MP18116/2026-2027/209824,THANE(DISTRICT COLLECTOR THANE_IDA),BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,2026-07-02,jagdamb industries,Payment Success,498686
7267,Maharashtra,Street lights,WS/MP18116/2026-2027/211811,THANE(DISTRICT COLLECTOR THANE_IDA),BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,2026-07-02,jagdamb industries,Payment Success,498686
7268,Maharashtra,Street lights,WS/MP18116/2026-2027/211813,THANE(DISTRICT COLLECTOR THANE_IDA),BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,2026-07-02,jagdamb industries,Payment Success,498686
7269,Jammu And Kashmir,Construction of boundary walls of existing public and community buildings,WS/MP18260/2025-2026/251563,GANDERBAL(Deputy Commissioner Ganderbal_IDA),AGA SYED RUHULLAH MEHDI,SRINAGAR,2026-05-04,Mehraj u din khan,Payment Success,349985
7270,Maharashtra,Lighting of public spaces,WS/MP18116/2026-2027/209822,THANE(DISTRICT COLLECTOR THANE_IDA),BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,2026-07-02,Sachin Shahaji Londhe,Payment Success,498686
7271,Tamil Nadu,Construction of water tanks,WS/MP18180/2025-2026/231217,KARUR(DISTRICT COLLECTOR KARUR_IDA),ARUN NEHRU,PERAMBALUR,2026-05-04,SUBRAMANI A,Payment Success,1799485
7272,Punjab,Construction of rooms and halls in school and colleges,WS/MP18158/2025-2026/191105,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-05-11,Sangmeshwar cement and shuttering store,Payment Success,10050
7273,Punjab,Construction of rooms and halls in school and colleges,WS/MP18158/2025-2026/191105,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-05-11,Sangmeshwar cement and shuttering store,Payment Success,2800
7274,Bihar,Construction of public staircase/ stair ghat for public convenience,WS/MP316/2025-2026/237837,SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA),Shri Janardan Singh Sigriwal,MAHARAJGANJ_BR,2026-05-02,BRAJESH KUMAR SINGH,Payment Success,1020612
7275,Punjab,Setting up of kitchen and pantries,WS/MP18158/2025-2026/265274,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-06-22,BHIM SAIN GARG BKO,Payment Success,9707
7276,Punjab,Setting up of kitchen and pantries,WS/MP18158/2025-2026/265274,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-06-22,GURCHARAN SINGH,Payment Success,28000
7277,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186579,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-25,LAKHA NATH,Payment Success,10049
7278,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186579,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-25,MAGANA DHAKER,Payment Success,10049
7279,Telangana,Construction of community centers and community halls,WS/MP18187/2025-2026/189998,Nirmal(DISTRICT COLLECTOR NIRMAL_3),GODAM NAGESH,ADILABAD(ST),2026-05-05,Bonagiri Narsaiah,Payment Success,499575
7280,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186579,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-25,KAMLESH RAYKA,Payment Success,10049
7281,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18162/2025-2026/186579,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,2026-07-25,OMPRAKASH RAYKA,Payment Success,10049
7282,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241160,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-05-07,JAGRITI TREDERS,Payment Success,610532
7283,Andhra Pradesh,Lighting of public spaces,WS/MP18002/2026-2027/274759,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),C.M.RAMESH,ANAKAPALLE,2026-05-01,MS NNR INFRASTRUCTURE,Payment Success,149826
7284,Andhra Pradesh,Lighting of public spaces,WS/MP18002/2026-2027/274760,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),C.M.RAMESH,ANAKAPALLE,2026-05-01,MS NNR INFRASTRUCTURE,Payment Success,149845
7285,Andhra Pradesh,Lighting of public spaces,WS/MP18002/2026-2027/274772,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),C.M.RAMESH,ANAKAPALLE,2026-05-01,MS NNR INFRASTRUCTURE,Payment Success,149826
7286,Andhra Pradesh,Lighting of public spaces,WS/MP18002/2026-2027/274773,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),C.M.RAMESH,ANAKAPALLE,2026-05-01,MS NNR INFRASTRUCTURE,Payment Success,149845
7287,Punjab,Construction of common work sheds/ common covered sitting area,WS/MP18158/2025-2026/201404,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-05-04,JASWANT KAUR SARPANCH DHARARI JATTAN,Payment Success,34877
7288,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18083/2025-2026/213319,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,2026-05-15,AHAMMAD BASHEER,Payment Success,499925
7289,Rajasthan,"Purchase of smart boards, visual display units and projectors",WS/MP18160/2025-2026/233818,BARMER(DISTRICT COLLECTOR BARMER_IDA),UMMEDA RAM BENIWAL,BARMER,2026-06-12,Real Security And Services,Payment Success,900000
7290,Punjab,Installing tube-wells and borewells,WS/MP18158/2025-2026/236724,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-05-06,Karmjit Singh Mistre,Payment Success,44100
7291,Punjab,Installing tube-wells and borewells,WS/MP18158/2025-2026/236724,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-05-06,Karmjit Singh Mistre,Payment Success,45150
7292,Tamil Nadu,Construction of water tanks,WS/MP18312/2025-2026/213186,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),DURAI VAIKO,TIRUCHIRAPPALLI,2026-05-06,THIRUMALAIYAN CONSTRUCTION,Payment Success,1798024
7293,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/203936,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Rajnish Hardware Store,Payment Success,22865
7294,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151611,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-06-22,SHIVKUMAR SHIVHARE,Payment Success,199659
7295,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151611,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-06-22,SHIVKUMAR SHIVHARE,Payment Success,255541
7296,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151611,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-06-22,SHIVKUMAR SHIVHARE,Payment Success,178610
7297,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151611,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-06-22,SHIVKUMAR SHIVHARE,Payment Success,244802
7298,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151610,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-05-21,SHIVKUMAR SHIVHARE,Payment Success,244802
7299,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151610,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-05-21,SHIVKUMAR SHIVHARE,Payment Success,178610
7300,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151610,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-05-21,SHIVKUMAR SHIVHARE,Payment Success,255541
7301,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP640/2026-2027/151610,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),2026-05-21,SHIVKUMAR SHIVHARE,Payment Success,199659
7302,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/203936,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Labh Singh,Payment Success,23812
7303,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/203935,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Labh Singh,Payment Success,7728
7304,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/203935,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Prem Sagar,Payment Success,5398
7305,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/203936,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Prem Sagar,Payment Success,43174
7306,Telangana,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP762/2026-2027/280168,HYDERABAD(DISTRICT COLLECTOR HYDERABAD_IDA),Asaduddin Owaisi,HYDERABAD,2026-06-23,KIRAN auto HUB LLP,Payment Success,118500
7307,Telangana,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP762/2026-2027/280169,HYDERABAD(DISTRICT COLLECTOR HYDERABAD_IDA),Asaduddin Owaisi,HYDERABAD,2026-06-23,KIRAN auto HUB LLP,Payment Success,103387
7308,Telangana,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP18192/2025-2026/230730,WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA),DR.MALLU RAVI,NAGARKURNOOL(SC),2026-05-20,KIRAN auto HUB LLP,Payment Success,118500
7309,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18001/2025-2026/242977,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),GM Harish Balayogi,AMALAPURAM(SC),2026-05-11,Ahmed Meera Mohiddin,Payment Success,2384027
7310,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/203935,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Chintpurni Bricks Co,Payment Success,37944
7311,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP716/2025-2026/203935,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,2026-05-05,Aggarwal Steel Traders,Payment Success,49855
7312,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP794/2025-2026/239815,GONDA(DISTRICT MAGISTRATE GONDA_IDA),Kirti Vardhan Singh,GONDA,2026-05-13,Chandra Bhushan Construction,Payment Success,418140
7313,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/219462,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-05-23,Satnam singh,Payment Success,8000
7314,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/219462,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-05-23,Satnam singh,Payment Success,21130
7315,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18215/2025-2026/226610,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),AWADHESH PRASAD,FAIZABAD,2026-06-25,VIDHYA SINGH,Payment Success,1211635
7316,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18215/2025-2026/226610,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),AWADHESH PRASAD,FAIZABAD,2026-07-16,VIDHYA SINGH,Payment Success,406856
7317,Rajasthan,Development of playground,WS/MP728/2025-2026/255744,CHURU(DISTRICT COLLECTOR CHURU_IDA),Rahul Kaswan,CHURU,2026-07-12,vikash construction and suppliers,Payment Success,948137
7318,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18257/2025-2026/192432,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,2026-06-14,SRIKRISHNA ENTERPRISE,Payment Success,488025
7319,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18149/2025-2026/269455,PURI(DISTRICT COLLECTOR PURI_IDA),SAMBIT PATRA,PURI,2026-05-04,TECH CONSULTANT,Payment Success,600000
7320,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18321/2025-2026/264740,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,2026-05-02,VAGHAROTA GRAM PANCHAYAT,Payment Success,200000
7321,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18321/2025-2026/264739,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,2026-05-02,VAGHAROTA GRAM PANCHAYAT,Payment Success,300000
7322,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP681/2025-2026/251026,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,2026-05-04,SHRIKANT BALASHEB KHATING PRO S B KHATING,Payment Success,495744
7323,Tamil Nadu,Construction of community centers and community halls,WS/MP457/2025-2026/191880,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),2026-05-04,G Ravichandran,Payment Success,979584
7324,Tamil Nadu,Construction of community centers and community halls,WS/MP457/2025-2026/191883,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),2026-05-04,G Ravichandran,Payment Success,979157
7325,Maharashtra,Construction of community centers and community halls,WS/MP681/2024-2025/158411,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,2026-05-21,SHREE CONSTRUCTION PROP SHIVRAJ GYANDEVRAO GUTTE,Payment Success,999965
7326,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18263/2026-2027/234870,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,2026-06-29,HARSHITH SANJEEVA POOJARY,Payment Success,500000
7327,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP681/2025-2026/251028,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,2026-05-04,LALBAHADUR MAGAS VARGIY MAJOOR SAHAKARI SANTHA MARYA SELU,Payment Success,499735
7328,Rajasthan,Development of playfields and sports grounds,WS/MP18167/2025-2026/186959,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,2026-05-05,Ummed Enterprises,Payment Success,499571
7329,Andhra Pradesh,Construction of community centers and community halls,WS/MP18014/2025-2026/241000,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),PRABHAKAR REDDY VEMIREDDY,NELLORE(SC),2026-05-04,INDUPURU ACHYUTHA SANKAR REDDY,Payment Success,1347077
7330,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209190,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7331,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209201,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7332,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209206,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,70192
7333,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209207,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,70192
7334,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209208,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7335,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209209,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,70192
7336,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209210,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7337,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209211,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7338,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209212,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7339,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209213,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7340,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209216,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,70192
7341,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209217,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7342,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209218,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,70192
7343,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209219,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,70192
7344,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209220,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7345,Chhattisgarh,Installing tube-wells and borewells,WS/MP18354/2025-2026/209222,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,Indomite Venture,Payment Success,89708
7346,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209188,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,SUHANI ENTERPRISES,Payment Success,70192
7347,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209189,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,SUHANI ENTERPRISES,Payment Success,70192
7348,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209191,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,SUHANI ENTERPRISES,Payment Success,70192
7349,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209192,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,SUHANI ENTERPRISES,Payment Success,70192
7350,Chhattisgarh,Installing hand pumps,WS/MP18354/2025-2026/209193,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),2026-05-06,SUHANI ENTERPRISES,Payment Success,70192
